name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Professionally-cleaned studio in downtown Seattle,8534462,Downtown,Central Business District,47.61112,-122.3383,Entire home/apt,169,2,3,0.35,312,365
Professionally-cleaned 1BD in downtown Seattle,8534462,Downtown,Belltown,47.61285,-122.33708,Entire home/apt,185,2,2,0.65,312,334
Beautiful studio pre-served with historic Seattle charm,8534462,Downtown,Central Business District,47.61108,-122.33835,Entire home/apt,169,2,1,0.49,312,365
Beautiful 1BD pre-served with historic Seattle charm,8534462,Downtown,Central Business District,47.61187,-122.33693999999998,Entire home/apt,185,2,0,,312,365
Stunning studio in Seattle good for longer stays,8534462,Downtown,Central Business District,47.61286,-122.33658999999999,Entire home/apt,169,2,1,0.11,312,365
"Spacious studio in downtown Seattle, washer/dryer",8534462,Downtown,Central Business District,47.61118,-122.33865,Entire home/apt,169,2,11,0.99,312,349
"1BD apartment ideal for longer stays, fast wifi",8534462,Downtown,Central Business District,47.61186,-122.33838,Entire home/apt,185,2,1,0.29,312,365
"1BD space ideal for longer stays, fast wifi",8534462,Downtown,Central Business District,47.611909999999995,-122.33717,Entire home/apt,185,2,0,,312,365
Stunning 1BD in Seattle good for longer stays,8534462,Downtown,Central Business District,47.61183,-122.33635,Entire home/apt,185,2,0,,312,365
"Spacious 1BD suite in downtown Seattle, self-checkin",8534462,Downtown,Central Business District,47.61193,-122.33655,Entire home/apt,185,2,0,,312,365
"Spacious 1BD apartment in downtown Seattle, fast wifi",8534462,Downtown,Central Business District,47.61155,-122.33845,Entire home/apt,185,2,1,0.23,312,365
Awesome Uptown 1BR in Seattle,48005494,Queen Anne,Lower Queen Anne,47.62516,-122.34473,Entire home/apt,78,30,1,0.23,243,326
Modern Townhouse near Mt Baker Light Rail,17679723,Rainier Valley,Columbia City,47.569179999999996,-122.29761,Private room,41,3,15,1.12,3,0
Private basement apartment close to the city!,229095817,Lake City,Olympic Hills,47.733470000000004,-122.3079,Entire home/apt,76,1,54,3.97,133,0
Lovely 2-BR apartment in a 1914 Montlake craftsman,619179,Capitol Hill,Montlake,47.637890000000006,-122.30308000000001,Entire home/apt,125,2,48,4.6,1,165
East lake Urban Home in a Contemporary-Cool Oasis,150488044,Cascade,Eastlake,47.641259999999996,-122.32439,Entire home/apt,172,2,37,3.01,6,8
Capitol Hill Home,4459999,Capitol Hill,Stevens,47.62138,-122.31029,Private room,145,30,1,0.08,1,0
Modern Townhouse at Mt Baker Light Rail (unit),17679723,Rainier Valley,Columbia City,47.56977,-122.2983,Entire home/apt,70,4,5,0.39,3,0
"Private Cottage for 1 by UW, Children's & Talaris",112697742,Other neighborhoods,Bryant,47.66284,-122.28713,Entire home/apt,50,2,38,2.8,1,50
Boho Cabin in the Heart of Phinneywood.,38581680,Other neighborhoods,Greenwood,47.6853,-122.35595,Entire home/apt,100,2,79,5.85,1,7
Spacious SEAVIEW SUITE at Luxury Estate,54660,Other neighborhoods,North Beach/Blue Ridge,47.70732,-122.37886999999999,Entire home/apt,199,1,68,4.96,3,234
The Madison Suite: Stylish Urban Living,100113228,Central Area,Mann,47.619859999999996,-122.29794,Entire home/apt,110,3,15,1.16,1,0
Private Room for Aaron,26020679,Other neighborhoods,Wedgwood,47.69675,-122.29108000000001,Private room,145,30,0,,1,0
Charming Cherry-Street Townhome Retreat,36397791,Central Area,Mann,47.60924,-122.29746000000002,Entire home/apt,110,3,33,2.74,1,0
New Townhouse! Private Rooftop Deck w/ City Views,140236800,Central Area,Minor,47.61138,-122.31305,Entire home/apt,150,2,25,1.98,42,92
East Queen Anne 1BR with Amenities,48005494,Queen Anne,East Queen Anne,47.6409,-122.34643999999999,Entire home/apt,115,30,1,0.09,243,323
~Arbubu Airbnb~,152273641,Beacon Hill,Mid-Beacon Hill,47.556779999999996,-122.30928,Private room,69,5,5,0.59,5,179
New Craftsman Home in peaceful Bryant Neighborhood,89038794,Other neighborhoods,Bryant,47.6659,-122.28976999999999,Entire home/apt,250,4,19,1.88,3,70
"Belltown Classy Condo: 99 Walkscore, Rooftop Views",3499341,Downtown,Belltown,47.61829,-122.34536000000001,Entire home/apt,150,2,40,3.03,1,141
Remodeled Craftsman with Modern Amenities,31306292,Other neighborhoods,Crown Hill,47.69065,-122.36601999999999,Entire home/apt,140,2,11,1.03,2,88
"Sunny Room, Queen Bed: Seattle, Airport, Renton",59072708,Rainier Valley,Rainier View,47.49661,-122.26751999999999,Private room,50,1,24,1.85,5,11
Cozy Home Away from Home with a Modern Twist,247058297,Other neighborhoods,Georgetown,47.54122,-122.32141000000001,Entire home/apt,135,2,11,0.8,2,269
Leschi by the Lake,247283146,Central Area,Leschi,47.59151,-122.28981,Entire home/apt,195,3,15,1.37,1,231
"Dog-friendly home, w/ city view & rooftop terrace, Stroll to Cafes!",212826084,Other neighborhoods,South Park,47.52662,-122.32246,Entire home/apt,241,2,2,0.24,12,364
Luxury 1BD Suite Waterfront,247549339,Downtown,Pike-Market,47.608470000000004,-122.34411999999999,Entire home/apt,195,3,5,0.78,1,220
Modern Rental! Heart of Seattle! GREAT LOCATION!,247488158,Downtown,Belltown,47.61787,-122.3489,Entire home/apt,344,1,19,1.41,1,0
Seattle 1BR in Modern High-rise,48005494,Downtown,Pike-Market,47.61067,-122.34171,Entire home/apt,188,30,0,,243,0
Downtown Seattle 1BR with Amenities,48005494,Downtown,Pike-Market,47.61158,-122.34241999999999,Entire home/apt,188,30,1,0.13,243,20
Downtown Seattle 1BR near Landmarks,48005494,Downtown,Pike-Market,47.60991,-122.34047,Entire home/apt,188,30,1,0.17,243,102
Tremendous One Bed at Stay Alfred Pike Place,4962900,Downtown,Pike-Market,47.610440000000004,-122.34143,Entire home/apt,999,2,0,,32,0
"Seattle Vacation Home: The Market - Modern 2 bed craftsman, great location",54812088,Central Area,Mann,47.61866,-122.29673999999999,Entire home/apt,202,1,27,2.28,25,365
Unbeatable Stay Alfred Studio at Pike Place,114353388,Downtown,Pike-Market,47.61022,-122.34293999999998,Entire home/apt,1002,30,7,0.67,3,0
Center of City~Two  Bedroom Apartment Capitol Hill,80553994,Capitol Hill,Broadway,47.62021,-122.31796000000001,Entire home/apt,155,1,30,2.3,2,0
"110 Capitol  Hill, convenient, quiet, blk to train",76826485,Capitol Hill,Broadway,47.61824,-122.32185,Entire home/apt,149,1,39,2.93,8,179
Dockside Studio Oasis in the Heart of Seattle,52800656,Cascade,Eastlake,47.65144,-122.32195,Entire home/apt,145,1,92,8.09,1,126
"Sage Retreat Suite in NE Seattle, 3 BR",55604923,Lake City,Matthews Beach,47.71147,-122.28435,Entire home/apt,97,30,5,0.38,3,0
Paris sky calm room,30559,Other neighborhoods,Georgetown,47.55072,-122.31871000000001,Private room,63,2,22,1.98,8,364
Large 1 BD Eco-Apartment Garden Retreat,165911966,Other neighborhoods,Wedgwood,47.69395,-122.28266,Entire home/apt,80,2,19,2.17,1,141
"New, modern Capitol Hill townhouse - priv bed/bath",86323915,Capitol Hill,Montlake,47.63898,-122.31903,Private room,100,2,17,1.31,1,36
Quiet hideaway near Capitol Hill and UW,12621577,Capitol Hill,Stevens,47.62253,-122.29948,Private room,55,2,29,2.27,3,89
Bright Cheerful 1-Bd in Rare Capitol Hill Vintage!,225845,Capitol Hill,Broadway,47.61945,-122.31638999999998,Entire home/apt,169,30,1,1.0,3,365
"Modern Amenities, Luxury Views- Lincoln View House",83196787,West Seattle,Fauntleroy,47.53051,-122.38805,Entire home/apt,350,3,4,0.38,2,117
Modern Two Bedroom With Private Entrance,30927333,Central Area,Atlantic,47.597,-122.30048000000001,Entire home/apt,120,2,63,4.76,1,145
Stunning Penthouse view Space Needle & Lake Union,248084367,Queen Anne,East Queen Anne,47.630720000000004,-122.34463000000001,Entire home/apt,152,1,34,3.0,1,314
Original West Seattle Escape-Mins to Downtown/Stadium/Beach.,181358648,Delridge,North Delridge,47.56025,-122.36131,Entire home/apt,104,1,69,6.07,1,364
Apartment in the Heart of Downtown Seattle,194341025,Downtown,Belltown,47.6155,-122.35047,Entire home/apt,140,1,75,5.57,6,355
"Cheerful  2-BD, Gorgeous Wallingford Neighborhood!",225845,Other neighborhoods,Wallingford,47.65875,-122.32857,Entire home/apt,160,30,5,0.7,3,265
Alki Beach View Apartment (lower),206742388,West Seattle,Alki,47.58794,-122.39566,Entire home/apt,68,30,2,0.15,2,88
1BR Condominium in Seattle,48005494,Ballard,Adams,47.66867,-122.38258,Entire home/apt,151,30,1,0.23,243,357
Cozy Wooded Suite near the Waterfront with Hot Tub,236598563,West Seattle,North Admiral,47.58258,-122.37957,Private room,75,1,102,9.11,1,72
"SPACIOUS HOME in Quiet Neighborhood, Pet Friendly!",1281652,Magnolia,Southeast Magnolia,47.63985,-122.38927,Entire home/apt,165,3,4,0.38,1,194
Premium 2 Bedroom Furnished Apt in Seattle,222592495,Downtown,International District,47.60028,-122.32733,Entire home/apt,999,1,0,,52,0
Stately Queen Anne House with Bonus Guest Suite,248962106,Queen Anne,West Queen Anne,47.636109999999995,-122.36723,Entire home/apt,395,2,26,2.15,1,127
Charming City Quarters with Balcony Views,183583319,Downtown,Pike-Market,47.60879,-122.34278,Entire home/apt,89,2,73,5.75,3,55
Heart of Ballard Stylish Airy Penthhouse,19403115,Ballard,Adams,47.66887,-122.37995,Entire home/apt,108,1,74,5.56,14,357
Grandpas Studios,3181546,Other neighborhoods,Fremont,47.65364,-122.3578,Private room,80,1,19,1.48,3,162
Ballard Oasis: Stylish and Modern w/ Rooftop Views - PERFECT FOR STAYCATIONS,8009691,Ballard,Adams,47.67324,-122.38498,Entire home/apt,175,2,39,3.08,7,295
"Beautiful Spacious Ballard 4BR, Family or Business",4656446,Other neighborhoods,Phinney Ridge,47.6691,-122.35836,Entire home/apt,199,2,19,1.45,4,90
Townhouse w/ Patio – Short Walk to Bus Line,140236800,Delridge,North Delridge,47.56577,-122.36656,Entire home/apt,95,2,2,0.19,42,305
Spacious 2 Bedroom Apartment near UW,15448957,University District,University District,47.66867,-122.30757,Entire home/apt,160,3,28,2.69,1,249
Younglings Estate,246829135,Central Area,Atlantic,47.59641,-122.30769,Entire home/apt,305,3,30,2.3,1,170
Convenient Central Suite - walk to Capitol Hill!,754267,Central Area,Minor,47.60946,-122.30651,Entire home/apt,90,2,7,0.81,1,0
The Guthman Room Near Downtown/Capital Hill,4730169,Downtown,Yesler Terrace,47.60407,-122.32032,Entire home/apt,108,1,60,4.86,13,161
Brand New Town/Tiny Home minutes from DT Seattle,249647830,Delridge,North Delridge,47.56945,-122.36105,Entire home/apt,110,30,4,0.31,1,90
Retro Getaway - new listing!,15651716,West Seattle,Arbor Heights,47.514359999999996,-122.38805,Entire home/apt,85,1,23,1.87,1,255
A Recently remodeled private bedroom and bathroom,147405198,Rainier Valley,Rainier Beach,47.51858,-122.27275,Private room,32,2,54,4.07,3,0
Explore Seattle from a Contemporary Backyard Bungalow,1528938,Lake City,Victory Heights,47.71372,-122.30791,Entire home/apt,120,2,36,2.81,1,0
FABULOUS SEATTLE APT - long term only (10/25-4/25),627014,Other neighborhoods,Wedgwood,47.68484,-122.28686,Entire home/apt,35,80,0,,2,173
Dwntown 2BR Convention Ctr Capitol Hill PRIME Loc.,88239283,Downtown,First Hill,47.61094,-122.33077,Entire home/apt,151,3,49,4.11,2,236
Domicile Suites at Chroma SLU - 1BD 40L,82961680,Cascade,South Lake Union,47.62128,-122.33136,Hotel room,129,30,0,,71,34
Domicile Suites at Chroma SLU - 1BD 33L,82961680,Cascade,South Lake Union,47.621559999999995,-122.33218000000001,Entire home/apt,129,30,0,,71,34
Domicile Suites at Chroma SLU - 1BD 31L,82961680,Cascade,South Lake Union,47.62291,-122.33346999999999,Hotel room,129,30,0,,71,92
Domicile Suites at Chroma SLU - 1BD 29L,82961680,Cascade,South Lake Union,47.623259999999995,-122.33336000000001,Hotel room,129,30,0,,71,59
Columbia City Cottage in the heart of Seattle.,53499194,Rainier Valley,Mount Baker,47.56681,-122.28493,Entire home/apt,100,1,37,2.8,1,259
Domicile Suites at Chroma SLU - 1BD 27L,82961680,Cascade,South Lake Union,47.622890000000005,-122.33206000000001,Entire home/apt,129,30,0,,71,34
Lovely Short Terms Rental 1 BR in Seattle,222592495,Downtown,International District,47.599779999999996,-122.32816000000001,Entire home/apt,999,1,8,1.1,52,363
Domicile Suites at Chroma SLU - 1BD 22L,82961680,Cascade,South Lake Union,47.62141,-122.3336,Hotel room,179,31,5,0.38,71,341
1 Bedroom Furnished Suite in Jackson St Seattle,222592495,Downtown,International District,47.59834,-122.32725,Entire home/apt,999,1,1,0.18,52,324
Domicile Suites at Chroma SLU - 1BD 19L,82961680,Cascade,South Lake Union,47.622479999999996,-122.33152,Hotel room,129,30,0,,71,83
Cozy Garden Guest Suite with a Stunning View!,12914288,Central Area,Madrona,47.617059999999995,-122.28728000000001,Entire home/apt,80,2,35,2.75,2,47
"Seattle Charm Near Downtown, Cruise Terminals",4719178,Magnolia,Southeast Magnolia,47.63435,-122.39343000000001,Entire home/apt,137,30,29,2.56,1,0
Central & Modern Studio in South Capitol Hill,250118922,Central Area,Atlantic,47.60112,-122.31663,Entire home/apt,180,30,38,3.16,2,90
Capitol Hill Ideal Location: Room in Charming Home,15502197,Central Area,Minor,47.60372,-122.31295,Private room,100,1,7,0.59,8,270
Stylish Magnolia Home with Backyard and Nearby Bus,250175998,Magnolia,Southeast Magnolia,47.64665,-122.38545,Entire home/apt,145,1,137,10.35,2,338
Cozy Columbia City Guesthouse with a View!,15086116,Rainier Valley,Columbia City,47.56381,-122.28833999999999,Entire home/apt,97,1,27,2.82,1,110
"Seattle Studio, near Lake Washington!",134023650,Lake City,Matthews Beach,47.7141,-122.28231000000001,Entire home/apt,80,2,11,0.88,2,16
Beautiful and modern cottage in North Seattle,5687287,Other neighborhoods,Bitter Lake,47.71366,-122.35165,Entire home/apt,100,2,37,3.07,1,145
Private Modern Guest Room close to Downtown,49112899,West Seattle,North Admiral,47.57611,-122.37357,Entire home/apt,67,2,55,4.32,2,77
Spacious Garden Apartment,593515,Capitol Hill,Broadway,47.62766,-122.31826000000001,Entire home/apt,108,2,27,3.08,1,57
Tibet Room near Greenlake,93908277,Other neighborhoods,Phinney Ridge,47.682959999999994,-122.34653999999999,Private room,65,30,14,1.06,2,0
Cute Studio and Breakfast with Yard and Nearby Bus,250175998,Magnolia,Southeast Magnolia,47.6456,-122.38566000000002,Entire home/apt,73,1,129,9.72,2,344
Brand New Queen Anne Multi Million Dollar Home,173100599,Queen Anne,North Queen Anne,47.65197,-122.37212,Entire home/apt,600,4,22,1.92,4,158
Designer Custom Flat in Iconic West Seattle,54521468,West Seattle,Genesee,47.56968,-122.37945,Entire home/apt,125,2,30,2.44,2,339
Private Comfy & Clean Studio a Block by Chinatown,26967583,Downtown,International District,47.60119,-122.32681000000001,Entire home/apt,47,1,12,0.91,29,131
Domicile Suites at Mark on 8th - 1BD 7L,82961680,Cascade,South Lake Union,47.6199,-122.34185,Hotel room,149,30,0,,71,85
Domicile Suites at Mark on 8th - 1BD 11L,82961680,Cascade,South Lake Union,47.62089,-122.3403,Hotel room,99,30,0,,71,99
Domicile Suites at Mark on 8th - 1BD 12L,82961680,Cascade,South Lake Union,47.62143,-122.34088,Hotel room,149,30,0,,71,82
Domicile Suits at Mark on 8th - 1BD 10L,82961680,Cascade,South Lake Union,47.6216,-122.34228999999999,Hotel room,149,30,0,,71,30
Casa Salud- Spacious & Secluded Sunset Spectacular,39643509,Other neighborhoods,Broadview,47.72209,-122.36703,Entire home/apt,125,3,11,0.97,1,212
Domicile Suites at Mark on 8th - 1BD 15L,82961680,Cascade,South Lake Union,47.61934,-122.34204,Hotel room,149,30,0,,71,16
Domicile Suites at Mark on 8th - Studio 14L,82961680,Cascade,South Lake Union,47.6194,-122.3418,Hotel room,149,30,0,,71,99
Domicile Suites at Mark on 8th - 1BD 13L,82961680,Cascade,South Lake Union,47.621590000000005,-122.34088999999999,Hotel room,149,30,0,,71,93
Domicile Suites at Mark on 8th - 1BD 9L,82961680,Cascade,South Lake Union,47.619409999999995,-122.3406,Hotel room,149,30,0,,71,95
Domicile Suites at Mark on 8th - 1BD 8L,82961680,Cascade,South Lake Union,47.619690000000006,-122.34188,Hotel room,149,30,0,,71,68
Domicile Suites at Mark on 8th - 1BD 6L,82961680,Cascade,South Lake Union,47.62017,-122.34167,Hotel room,149,30,0,,71,60
Domicile Suites at Mark on 8th - 1BD 5L,82961680,Cascade,South Lake Union,47.62171,-122.34031999999999,Hotel room,149,30,0,,71,99
Domicile Suites at Mark on 8th - 1BD 4L,82961680,Cascade,South Lake Union,47.62003,-122.34058999999999,Hotel room,149,30,0,,71,99
Domicile Suites at Mark on 8th - Studio 3L,82961680,Cascade,South Lake Union,47.62092,-122.34052,Hotel room,149,30,0,,71,97
The Ichiro Room Near Downtown/Capital Hill,4730169,Downtown,Yesler Terrace,47.60577,-122.31888000000001,Entire home/apt,97,1,88,7.15,13,164
South Lake Union Studio with Amenities,48005494,Cascade,South Lake Union,47.62489,-122.33488999999999,Entire home/apt,99,30,1,0.21,243,342
Awesome Studio near Seattle Attractions,48005494,Cascade,South Lake Union,47.624829999999996,-122.33716000000001,Entire home/apt,136,30,0,,243,305
Seattle Studio near Major Tech Companies,48005494,Cascade,South Lake Union,47.6244,-122.33631000000001,Entire home/apt,99,30,0,,243,342
Magnolia Villa w/ Puget Sound Views,1603887,Magnolia,Briarcliff,47.646679999999996,-122.415,Entire home/apt,300,3,4,0.39,1,0
Seattle Studio near Olympic Sculpture Garden,48005494,Downtown,Belltown,47.61401,-122.35176000000001,Entire home/apt,83,30,4,0.45,243,336
Awesome Studio Apartment in Seattle,48005494,Downtown,Belltown,47.61529,-122.35202,Entire home/apt,128,30,0,,243,328
Bright Lofty Flat Steps from Pike Place Market,149734533,Downtown,Pike-Market,47.60902,-122.33928,Entire home/apt,80,2,79,6.06,6,116
•	Affordable studio perfect to explore Seattle,280827,Delridge,South Delridge,47.520340000000004,-122.35943999999999,Entire home/apt,69,2,41,3.58,1,117
Quiet and Clean Newly Furnished Studio in Madrona!,229095817,Central Area,Madrona,47.616409999999995,-122.29405,Entire home/apt,100,1,70,5.47,133,87
"Medical Professionals Welcomed, Walk2shops !",49297423,Delridge,South Delridge,47.52479,-122.36316000000001,Entire home/apt,119,28,27,2.23,2,180
"Modern luxury, lockbox, fast wi-fi, kid-friendly",110154,Rainier Valley,Columbia City,47.552640000000004,-122.28414,Entire home/apt,132,2,17,2.25,1,237
Beautiful 1BR Apartment in Ballard,48005494,Ballard,Adams,47.66968,-122.37978000000001,Entire home/apt,67,30,3,0.28,243,339
Seattle 1BR near Breweries and the Bay,48005494,Ballard,Adams,47.66977,-122.37993999999999,Entire home/apt,82,30,1,0.12,243,365
Sleek Urban Ballard studio w/ patio & fireplace -  walk to Golden Gardens Park!,112448661,Ballard,Sunset Hill,47.68768,-122.39657,Entire home/apt,126,1,5,0.51,9,364
Hygge House Seattle,109522074,Ballard,Loyal Heights,47.68922,-122.37888000000001,Entire home/apt,150,2,14,1.83,1,181
Spacious Bryant Retreat,103482739,Other neighborhoods,Ravenna,47.67621,-122.29638,Entire home/apt,135,2,26,2.23,1,62
